N20000001,10,131482,551618,,,,,,
N20000002,10,139701,551001,,,,,,
N20000003,10,120743,552188,,,,,,
N20000004,10,125191,551460,,,,,,
N20000005,10,136061,550177,,,,,,
N20000006,10,127257,549999,,,,,,
N20000007,10,115055,550662,,,,,,
N20000008,10,122352,549531,,,,,,
N20000009,10,118843,550142,,,,,,
N20000010,10,132870,548034,,,,,,
N20000011,10,122038,548747,,,,,,
N20000012,10,121715,548688,,,,,,
N20000013,10,128363,548019,,,,,,
N20000014,10,121632,548199,,,,,,
N20000015,10,113191,549009,,,,,,
N20000016,10,122327,548227,,,,,,
N20000017,10,122705,548070,,,,,,
N20000018,10,123081,547923,,,,,,
N20000019,10,122021,547981,,,,,,
N20000020,10,121651,547785,,,,,,
N20000021,10,123001,547592,,,,,,
N20000022,10,113520,548481,,,,,,
N20000023,10,121656,547397,,,,,,
N20000024,10,115060,547644,,,,,,
N20000025,10,127186,546287,,,,,,
N20000026,10,137156,545509,,,,,,
N20000027,10,127617,546096,,,,,,
N20000028,10,119335,547109,,,,,,
N20000029,10,124395,546550,,,,,,
N20000030,10,134071,544552,,,,,,
N20000031,10,136434,544280,,,,,,
N20000032,10,121056,545092,,,,,,
N20000033,10,115464,545283,,,,,,
N20000034,10,117730,544398,,,,,,
N20000035,10,128813,546321,,,,,,
N20000036,10,128703,546154,,,,,,
N20000037,10,128529,545822,,,,,,
N20000038,10,130313,545474,,,,,,
N20000039,10,129169,545507,,,,,,
N20000040,10,128403,545508,,,,,,
N20000041,10,127913,545493,,,,,,
N20000042,10,129805,545001,,,,,,
N20000043,10,128802,545045,,,,,,
N20000044,10,127172,544933,,,,,,
N20000045,10,128425,544728,,,,,,
N20000046,10,129551,544622,,,,,,
N20000047,10,128992,544689,,,,,,
N20000048,10,128071,544587,,,,,,
N20000049,10,128522,544393,,,,,,
N20000050,10,129694,544358,,,,,,
N20000051,10,130644,544150,,,,,,
N20000052,10,131326,544110,,,,,,
N20000053,10,130069,544145,,,,,,
N20000054,10,129200,544226,,,,,,
N20000055,10,129617,544100,,,,,,
N20000056,10,129871,543951,,,,,,
N20000057,10,128531,544050,,,,,,
N20000058,10,129358,543930,,,,,,
N20000059,10,130294,543711,,,,,,
N20000060,10,129833,543737,,,,,,
N20000061,10,129568,543686,,,,,,
N20000062,10,129218,543692,,,,,,
N20000063,10,128588,543664,,,,,,
N20000064,10,130116,543423,,,,,,
